Date,Open,High,Low,Close,Volume,"('Close', 'KRW=X')","('High', 'KRW=X')","('Low', 'KRW=X')","('Open', 'KRW=X')","('Volume', 'KRW=X')"
2023-06-22,0.0007761685410514,0.0007765663322061,0.0007685390301048,0.0007761685410514,0.0,,,,,
2023-06-23,0.0007702914299443,0.0007706059841439,0.0007632189663127,0.0007702914299443,0.0,,,,,
2023-06-26,0.0007647189195267,0.0007690769270993,0.0007640061085112,0.0007647189195267,0.0,,,,,
2023-06-27,0.0007676599780097,0.0007726422627456,0.0007649529143236,0.0007676599780097,0.0,,,,,
2023-06-28,0.0007712478982284,0.000771241961047,0.0007616262300871,0.0007712478982284,0.0,,,,,
2023-06-29,0.0007639360846951,0.0007660721894353,0.000756521243602,0.0007639360846951,0.0,,,,,
2023-06-30,0.0007558179204352,0.0007608323357999,0.0007554239127784,0.0007558179204352,0.0,,,,,
2023-07-03,0.0007602827972732,0.0007680786657147,0.0007598322699777,0.0007602827972732,0.0,,,,,
2023-07-04,0.0007656381931155,0.0007737422711215,0.0007652807398699,0.0007656381931155,0.0,,,,,
2023-07-05,0.0007719027344137,0.0007718371925875,0.0007658316171728,0.0007719027344137,0.0,,,,,
2023-07-06,0.0007674773805774,0.000769491191022,0.0007611508481204,0.0007674773805774,0.0,,,,,
2023-07-07,0.0007638135575689,0.0007717121625319,0.0007632713532075,0.0007638135575689,0.0,,,,,
2023-07-10,0.000770790153183,0.0007706119213253,0.0007649938925169,0.000770790153183,0.0,,,,,
2023-07-11,0.0007695030071772,0.0007754162070341,0.0007690059719607,0.0007695030071772,0.0,,,,,
2023-07-12,0.0007742874440737,0.0007847261149436,0.0007717359112575,0.0007742874440737,0.0,,,,,
2023-07-13,0.0007844983483664,0.0007907263352535,0.0007815919816493,0.0007844983483664,0.0,,,,,
2023-07-14,0.0007893719011917,0.0007937200716696,0.0007870979025028,0.0007893719011917,0.0,,,,,
2023-07-17,0.0007884321385063,0.0007915275054983,0.0007874511647969,0.0007884321385063,0.0,,,,,
2023-07-18,0.000790232734289,0.0007954880129545,0.0007898706826381,0.000790232734289,0.0,,,,,
2023-07-19,0.0007905513630248,0.0007929144776426,0.0007879724144004,0.0007905513630248,0.0,,,,,
2023-07-20,0.0007904575904831,0.0007928453269414,0.0007819097372703,0.0007904575904831,0.0,,,,,
2023-07-21,0.0007822277839295,0.0007836130680516,0.0007751937955617,0.0007822277839295,0.0,,,,,
