Date,VIX,VIX_SMA_20,VIX_SMA_50,VIX_Percentile,Fear_Greed_Score,Sentiment_Label
1990-12-28 00:00:00-05:00,25.049999237060547,23.1520001411438,25.119000205993657,0.6984126984126984,30.158730158730165,Fear
1990-12-31 00:00:00-05:00,26.3799991607666,23.363000106811523,25.05460018157959,0.7301587301587301,26.984126984126988,Fear
1991-01-02 00:00:00-05:00,26.6200008392334,23.579500102996825,25.029800186157228,0.7380952380952381,26.19047619047619,Fear
1991-01-03 00:00:00-05:00,27.93000030517578,23.87450008392334,25.04300018310547,0.7936507936507936,20.634920634920633,Fear
1991-01-04 00:00:00-05:00,27.190000534057617,24.18700008392334,25.035400199890137,0.746031746031746,25.396825396825392,Fear
1991-01-07 00:00:00-05:00,28.950000762939453,24.503500080108644,25.048800201416014,0.8531746031746031,14.682539682539684,Extreme_Fear
1991-01-08 00:00:00-05:00,30.3799991607666,24.893000030517577,25.0756001663208,0.9246031746031746,7.539682539682531,Extreme_Fear
1991-01-09 00:00:00-05:00,33.29999923706055,25.378999996185303,25.12660015106201,0.984126984126984,1.587301587301596,Extreme_Fear
1991-01-10 00:00:00-05:00,31.329999923706055,25.757999992370607,25.122400131225582,0.9563492063492064,4.365079365079367,Extreme_Fear
1991-01-11 00:00:00-05:00,32.630001068115234,26.325500011444092,25.16460014343262,0.9761904761904762,2.3809523809523796,Extreme_Fear
1991-01-14 00:00:00-05:00,36.20000076293945,26.98300008773804,25.28780014038086,0.996031746031746,0.3968253968253918,Extreme_Fear
1991-01-15 00:00:00-05:00,36.15999984741211,27.598500061035157,25.4060001373291,0.992063492063492,0.7936507936507837,Extreme_Fear
1991-01-16 00:00:00-05:00,33.20000076293945,28.016000080108643,25.46940013885498,0.9722222222222222,2.7777777777777857,Extreme_Fear
1991-01-17 00:00:00-05:00,27.450000762939453,28.23300008773804,25.421400146484373,0.7301587301587301,26.984126984126988,Fear
1991-01-18 00:00:00-05:00,25.38999938964844,28.348500061035157,25.347000122070312,0.6567460317460317,34.32539682539682,Fear
