date,title,sentiment_score,positive_count,negative_count,source
2026-04-13,"상장제약사 기부금 지출 확대, 유한양행 84억 선두",0.0,0,0,http://www.newsmp.com/news/articleView.html?idxno=252650
2026-04-13,우판권 빗장 풀린 레바미피드 서방정...처방 격전지 부상,0.0,0,0,https://www.dailypharm.com/user/news/337417?REFERER=NP
2026-04-13,상장 제약·바이오 2025년 평균 R&D비 코스피 724억원·코스닥 133억원,0.0,0,0,https://www.yakup.com/news/index.html?mode=view&cat=12&nid=325875
2026-04-13,"주주보단 오너?…녹십자, 이사 수·자사주 정관 바꿨다 [이사회 톺아보...",0.0,0,0,http://www.fntimes.com/html/view.php?ud=202604110152388880dd55077bc2_18
2026-04-12,제약바이오 '제네릭 의존' 수익구조 바꾼다,0.322,1,0,http://www.fnnews.com/news/202604121813497701
2026-04-12,"GC녹십자, 美 7번째 혈장센터 FDA 승인…‘알리글로’ 성장 가속도",0.322,1,0,https://www.ekn.kr/web/view.php?key=20260412020446244
2026-04-12,"레이, 3D 프린팅 접목한 디지털 솔루션으로 'K-의료기기' 자존심 세웠다",0.0,0,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=444813
2026-04-12,약가인하·고환율·중동 '삼중고' K제약 위기 속 체질 전환 가속,0.322,1,0,http://www.fnnews.com/news/202604121318069010
2026-04-12,이제 남은 건 희귀질환치료제...K제약바이오 우르르,0.322,1,0,https://www.mk.co.kr/article/12014582
2026-04-12,"[어바웃 C] SK바사, 백신통 영입…'개발 실행력' 병목 해소 카드",0.0,0,0,https://www.bloter.net/news/articleView.html?idxno=659103
2026-04-12,"서울대 수의대 ‘팔라스’, 대한항공 봉사단 ‘솜뭉치’와 합동봉사 진...",0.0,0,0,https://www.dailyvet.co.kr/news/animalwelfare/280010
2026-04-12,"“의약품 사재기 막아라”…제약사들, 중동사태에 과잉주문 제한",0.0,0,0,https://www.sedaily.com/article/20031306?ref=naver
2026-04-12,"""알고보면 돈 된다""…희귀의약품 도전하는 토종기업들",0.0,0,0,https://www.newsis.com/view/NISX20260409_0003584435
2026-04-12,"""의약품 사재기 안 돼""…제약사들, 중동사태에 과잉주문 제한",0.0,0,0,https://www.yna.co.kr/view/AKR20260410151100017?input=1195m
2026-04-12,"고유가 직격탄…유통업계, 배송·전력까지 다 바꿨다",0.0,0,0,https://www.segye.com/newsView/20260412501318?OutUrl=naver
2026-04-11,5대 제약사 R&D 투자 '엇갈린 행보'…환율·약가가 '변수',0.0,0,0,https://www.sisaon.co.kr/news/articleView.html?idxno=200155
2026-04-14,갱신 대상 2천여 품목 육박…제약 '선택과 집중' 본격화,0.0,0,0,https://www.kpanews.co.kr/news/articleView.html?idxno=532899
2026-04-14,테고프라잔 제네릭 보름새 8품목 허가,0.0,0,0,https://www.bosa.co.kr/news/articleView.html?idxno=3002994
2026-04-14,치열한 '인체조직' 사업...휴젤·HLB에 대웅·녹십자도 참전,0.0,0,0,https://www.ebn.co.kr/news/articleView.html?idxno=1705186
2026-04-14,상장 제약·바이오 2025년 평균 해외매출 코스피 2938억원·코스닥 430억...,0.0,0,0,https://www.yakup.com/news/index.html?mode=view&cat=12&nid=325912
2026-04-13,"GC녹십자, '세계 혈우인의 날' 맞아 환아 소원 성취 캠페인 진행",0.0,0,0,https://www.medigatenews.com/news/3177930171
2026-04-13,"GC, 베트남 하노이에 한국인 응급환자 대응 핫라인 구축",0.0,0,0,http://www.lawissue.co.kr/view.php?ud=202604132253535084f4ab64559d_12
2026-04-13,[브리프] GC GC녹십자 휴온스메디텍 에스티팜 유유제약 外,0.0,0,0,http://www.biztribune.co.kr/news/articleView.html?idxno=352323
2026-04-13,"[공시] 이노인스트루먼트·광전자 '매매 정지', ISC·천보 '공매도 금지...",-0.462,0,1,http://www.newstnt.com/news/articleView.html?idxno=606578
2026-04-13,"GC녹십자, 세계 혈우인의 날 기념 환아 지원 활동 이어져",0.0,0,0,https://www.newscj.com/news/articleView.html?idxno=3393472
2026-04-13,GC녹십자 혈우병환아 소원성취 캠페인,0.0,0,0,http://www.medical-tribune.co.kr/news/articleView.html?idxno=213600
2026-04-13,메디컬 뷰티시장 '채움'서'ECM 재생'으로 재편,0.0,0,0,http://www.fnnews.com/news/202604131815200538
2026-04-13,"GC &페니카 헬스케어 센터, 베트남 하노이에 한국인 전용 응급환자 대응...",0.0,0,0,http://www.thefirstmedia.net/news/articleView.html?idxno=197831
2026-04-13,"GC-페니카대학교병원, 베트남 하노이에 교민 응급 핫라인 구축",0.0,0,0,https://www.100ssd.co.kr/news/articleView.html?idxno=208122
2026-04-13,"지씨셀, HER2 CAR-NK 유방암 임상 지원사업 선정",0.0,0,0,https://www.ziksir.com/news/articleView.html?idxno=130649
2026-04-13,"[줌인] 렉라자 이후를 준비하는 유한양행, 희귀질환에서 답 찾는다",0.0,0,0,http://www.dailypop.kr/news/articleView.html?idxno=98005
2026-04-13,"GC녹십자, 혈우병 환아 '소원 성취 캠페인' 진행",0.0,0,0,https://www.rapportian.com/news/articleView.html?idxno=234662
2026-04-13,"GC녹십자, 혈우병 환아 소원 성취 캠페인…맞춤형 경험 제공",0.0,0,0,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065599765058244
2026-04-13,"GC, 베트남 하노이 교민 위한 24시간 응급 핫라인 구축",0.0,0,0,https://www.womentimes.co.kr/news/articleView.html?idxno=102152
2026-04-13,"GC&페니카 헬스케어 센터, 하노이에 한국인 전용 응급환자 대응 Hot Line ...",0.0,0,0,http://www.newsmp.com/news/articleView.html?idxno=252665
