date,title,sentiment_score,positive_count,negative_count,source
2026-04-13,“역대급 수주전은 옛말” 정비사업 대어 ‘무혈 입성’ 확산 [집슐랭],0.38,1,0,https://www.sedaily.com/article/20031444?ref=naver
2026-04-13,"""중동 미수금 7300억원""…'18조 기회' 앞서 리스크 경고",0.261,1,0,https://www.mt.co.kr/estate/2026/04/13/2026040916112270921
2026-04-13,"990원 착한소주 팔던 '이 회사', 49층 아파트로 9000억 돈벼락",0.0,0,0,https://realty.chosun.com/site/data/html_dir/2026/04/10/2026041002020.html
2026-04-13,"[넥스트 코스피 5000] ""반도체만으론 부족""…6000 시대 이끌 '에너지·방...",0.0,0,0,https://www.ziksir.com/news/articleView.html?idxno=130384
2026-04-13,"[르포] '강남·여의도·용산 다 20분""...공시촌 노량진, 평당 8천만원 '급...",0.0,0,0,https://www.straightnews.co.kr/news/articleView.html?idxno=299983
2026-04-13,"대형 건설사, 목동 ‘30조 재건축’ 화력 집중",0.0,0,0,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202604120854292980849
2026-04-13,건설CEO ‘연봉킹’ 삼성물산 오세철…임직원 평균 연봉은 1억~1.2억,0.0,0,0,http://www.fntimes.com/html/view.php?ud=202604110210211575dd55077bc2_18
2026-04-13,분양 1~3위는 현대·삼성·롯데…사업지 1위는 ‘OOʼ [이 지역 분양왕 ...,0.0,0,0,http://www.fntimes.com/html/view.php?ud=202604110204543249dd55077bc2_18
2026-04-13,"“월례비-추가금 안주면 공사 태업 우려”… 하청업체, 울며겨자먹기",0.0,0,0,https://www.donga.com/news/Economy/article/all/20260413/133723963/2
2026-04-13,중동 '18조 재건' 장밋빛 전망 뒤… 7300억 미수금 복병,0.0,0,0,https://www.mt.co.kr/estate/2026/04/13/2026041219245833222
2026-04-13,[특공 성적] '오티에르 반포 360 대 1 vs 이촌 르엘 146 대 1'...'노량진 ...,0.0,0,0,https://www.straightnews.co.kr/news/articleView.html?idxno=299982
2026-04-13,‘압여목성’ 잇단 단독입찰… 사라진 재건축 수주전,0.38,1,0,https://www.donga.com/news/Economy/article/all/20260412/133723197/2
2026-04-12,분양가 1500만원 … 멀어지는 내집 마련,0.0,0,0,http://www.cctimes.kr/news/articleView.html?idxno=901498
2026-04-12,불안한 월요일..개인 '급락하면 매수' 이어질까,-0.229,1,1,https://www.koreareport.co.kr/news/articleView.html?idxno=50131
2026-04-12,"대우건설, '청주 푸르지오 씨엘리체' 견본주택 오픈",0.0,0,0,http://www.dynews.co.kr/news/articleView.html?idxno=846323
2026-04-12,광고기사/ 천안 '업성 푸르지오 레이크시티' 분양 … 1900여 세대 대단지...,0.0,0,0,http://www.dynews.co.kr/news/articleView.html?idxno=846338
2026-04-12,정비사업 역대급이라는데…경쟁 사라졌다,0.0,0,0,https://www.sedaily.com/article/20031414?ref=naver
2026-04-12,압구정-목동 잇단 단독 입찰에… 사라지는 건설사 수주전,0.38,1,0,https://www.donga.com/news/Economy/article/all/20260412/133721775/1
2026-04-12,"""직주근접·미래가치 다 잡았다"" … 대우건설 '청주 푸르지오 씨엘리체...",0.0,0,0,https://www.ggilbo.com/news/articleView.html?idxno=1152243
2026-04-12,[4ㆍ10 재건축 4곳 입찰 마감] 압구정ㆍ반포ㆍ목동… 수주전쟁 시작됐다,0.38,1,0,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202604101501357850800
2026-04-12,"신반포 19차·25차, 압구정4구역 삼성물산 하이엔드 'One' 시리즈 가져올...",0.0,0,0,http://www.newstnt.com/news/articleView.html?idxno=606363
2026-04-12,"전쟁 리스크 先반영·공사비 '깜깜이 인상' 논란…현대건설, 8년 연속 정...",0.0,0,0,https://www.asiatoday.co.kr/view.php?key=20260410010003222
2026-04-12,"[게임체인저 AX] 아파트 모바일 시대···아파트아이, 주택 디지털 '가...",0.0,0,0,http://www.enewstoday.co.kr/news/articleView.html?idxno=2417724
2026-04-12,"‘사업비 8조’ 성수전략정비구역, 1·3 ‘단독’-2·4 ‘경쟁’ 유력",0.0,0,0,http://www.edaily.co.kr/news/newspath.asp?newsid=02043446645415464
2026-04-12,"""원전부터 재건까지"" 전쟁 전보다 높이 뛴 건설주",0.583,2,0,https://www.mt.co.kr/stock/2026/04/13/2026041013011946443
2026-04-12,‘불기둥’ 건설주 왜?...중동 재건 기대감 뿜뿜,0.604,2,0,https://www.mk.co.kr/article/12014603
2026-04-12,"대우건설, 임직원 참여형 ESG 프로그램 '으쓱 포인트제' 실시",0.0,0,0,https://www.apnews.kr/news/articleView.html?idxno=3047739
2026-04-12,"포스코이앤씨, 재건축 입찰 전 '언론홍보 선공개' 논란…정보공개 질서...",0.0,0,0,http://www.babytimes.co.kr/news/articleView.html?idxno=72636
2026-04-12,"코스피, '반도체가 끌고 건설이 밀었다'…지수 9% 급등 속 '수익률 차별...",0.604,2,0,https://www.g-enews.com/view.php?ud=202604121013104498edf69f862c_1
2026-04-12,AI·모듈러 확산에도 건설혁신 ‘제자리’…현장 적용 왜 막히나,0.0,0,0,https://www.mediapen.com/news/view/1092763
2026-04-12,"수익률 20% 최대 160억원 유입…휴전 기대감, 건설 ETF 뜬다",0.0,0,0,https://economist.co.kr/article/view/ecn202604120010
2026-04-12,"중동 재건 시장 기대감…건설사들 ""수주까진 먼 길""",0.8,3,0,https://www.newsis.com/view/NISX20260410_0003586681
2026-04-12,"[김수현의 상한가] 미-이란 휴전 협정, 주가 향방 좌우 전망",0.462,1,0,https://www.joongangenews.com/news/articleView.html?idxno=510871
2026-04-12,"“개관 첫날부터 인산인해” 업성 푸르지오 레이크시티, 성성지구 대장...",0.0,0,0,https://economist.co.kr/article/view/ecn202604100057
2026-04-12,"[주간 '분양현장']뜨거운 봄 분양시장, 노량진 등 3000가구 공급",0.0,0,0,https://www.sidae.com/article/2026041009514980310
2026-04-12,"'업성 푸르지오 레이크시티' 견본주택 성황 , 13일 특별공급",0.0,0,0,https://www.ksilbo.co.kr/news/articleView.html?idxno=1053726
2026-04-12,"노량진 뉴타운 마수걸이 분양 단지 '라클라체자이드파인', 14일(화) 1순위...",0.0,0,0,https://edu.donga.com/news/articleView.html?idxno=106119
2026-04-12,중동 재건 기대감에 날아오른 건설주…지금 들어가도 될까,0.775,3,0,https://www.newsis.com/view/NISX20260410_0003586697
2026-04-12,"세계적 건축가 페로 방한…대우건설, 글로벌 디자인 역량 확대 포석",0.0,0,0,http://www.economytalk.kr/news/articleView.html?idxno=420218
2026-04-11,"[금주의 건설 톡톡] 압구정 3구역, 현대건설 ‘독주’... 정원주 대우건...",0.0,0,0,https://www.mediawatch.kr/news/article.html?no=259243
2026-04-11,"""일주일 새 20% 폭등"" 휴전 소식에 개미들 쓸어 담은 이 종목",0.0,0,0,https://view.asiae.co.kr/article/2026041014145123137
2026-04-11,"[주요공시] 광전자, 엘앤에프, 썸에이지, 한국첨단소재, 후성 외",0.0,0,0,https://www.kdpress.co.kr/news/articleView.html?idxno=204188
2026-04-11,"대우건설, '으쓱(ESG) 포인트제' 실시…임직원 참여형 ESG 프로그램",0.0,0,0,https://www.job-post.co.kr/news/articleView.html?idxno=213319
2026-04-11,"[현장] ""셔틀버스 타고 줄섰다""···'업성 푸르지오 레이크시티' 견본주...",0.0,0,0,https://www.smartbizn.com/news/articleView.html?idxno=141689
2026-04-11,‘100억불 시장 중동’ 포성 멈추자… 건설주 다시 꿈틀,0.87,3,0,https://www.kyeongin.com/article/1761659
2026-04-11,"'업성 푸르지오 레이크시티', 견본주택 개관 첫날부터 북적",0.0,0,0,https://www.hankyung.com/article/202604102741O
2026-04-11,"노량진 뉴타운 마수걸이 분양으로 관심 몰린 ‘라클라체자이드파인’,...",0.0,0,0,https://www.dt.co.kr/article/12056717?ref=naver
2026-04-11,"노량진 뉴타운에 선보이는 ‘라클라체자이드파인’, 14일(화) 1순위 청약...",0.0,0,0,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202604100399&t=NN
2026-04-11,궂은 날씨 속 '업성 푸르지오 레이크시티' 견본주택 방문객 이어져,0.0,0,0,https://edu.donga.com/news/articleView.html?idxno=106144
2026-04-11,"대우건설, 임직원 참여형 ESG 프로그램 '으쓱(ESG) 포인트제' 실시",0.0,0,0,https://news.bbsi.co.kr/news/articleView.html?idxno=4077710
2026-04-11,"이란 전쟁 한달, '건설 ETF' 수익률 상위권 배경은?",0.0,0,0,https://www.sisajournal-e.com/news/articleView.html?idxno=420423
2026-04-11,[베스트&워스트] 광통신 불 붙은 코스피… 광전자 136.36% 질주,0.261,1,0,https://www.etoday.co.kr/news/view/2574773
2026-04-11,"[AI가 바꾸는 건설산업 ②공정 혁신] ""건설은 이제 '두 번 짓는다'""…AI,...",0.0,0,0,http://www.newsian.co.kr/news/articleView.html?idxno=88381
2026-04-11,최근 5거래일 대우건설 주가 뚜렷한 상승,0.261,1,0,https://www.topstarnews.net/news/articleView.html?idxno=16031737
2026-04-11,"현대vsDL, 삼성vs포스코..압구정5-신반포19·25차 시공 혈투",0.0,0,0,https://news.mtn.co.kr/news-detail/2026041014312629239
2026-04-11,"'원전주'로 우뚝선 대우건설, 올해만 543% 급등[종목현미경]",0.408,1,0,https://www.news1.kr/finance/market-exr/6132872
2026-04-11,[주간 거래소 외국인] 삼성전자 SK하이닉스 삼성전자우 한화에어로스페...,0.462,1,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=444639
2026-04-13,"[건설톡] 계룡 잡은 남광, ‘민참 킬러’ 입증…후속 민참 수주전 향방...",0.38,1,0,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202604121011178060863
2026-04-13,"코스피·코스닥 전 거래일(10일) 주요공시는?...한국 쿠팡, 작년 매출 45...",0.0,0,0,https://www.pinpointnews.co.kr/news/articleView.html?idxno=444833
2026-04-14,시공부터 안전·품질관리까지 싹 바꾼다…건설업 ‘AX’ 정조준 [삽 대신...,0.0,0,0,https://www.etoday.co.kr/news/view/2574415
2026-04-14,"AI 인프라 시장 공략하는 대우건설, 데이터센터 TFT 신설",0.322,1,0,https://www.sedaily.com/article/20032034?ref=naver
2026-04-14,"'30년 지지부진' 건설업 혁신…축적 정보 연결로 탄력 [삽 대신 AI, 건설...",0.0,0,0,https://www.etoday.co.kr/news/view/2574419
2026-04-14,‘우리도 뉴타운 가볼까’…흑석·노량진·장위 대해부,0.0,0,0,https://www.sedaily.com/article/20032029?ref=naver
2026-04-14,"'재건 잭팟' 꿈꾸는 저PBR 건설주, 신기루일까 기회일까",0.645,2,0,https://www.ziksir.com/news/articleView.html?idxno=130575
2026-04-14,건설 한파에 '사업' 멈춘 중흥건설…대우건설 포함 그룹사 재편 '잰걸음...,0.0,0,0,https://www.newspim.com/news/view/20260413000909
2026-04-14,“공사를 했는데 손해가 늘어요”…10대 건설사 작년 잠재손실 2조 육박,0.0,0,0,https://www.sedaily.com/article/20032031?ref=naver
2026-04-14,"업성 푸르지오 레이크시티, ""충분히 따지면 보이는 주거 경쟁력""",0.0,0,0,https://www.straightnews.co.kr/news/articleView.html?idxno=300080
