,vix,"('Close', '^VIX')","('High', '^VIX')","('Low', '^VIX')","('Open', '^VIX')","('Volume', '^VIX')","('Close', '^VIX').1","('High', '^VIX').1","('Low', '^VIX').1","('Open', '^VIX').1","('Volume', '^VIX').1","('Close', '^VIX').2","('High', '^VIX').2","('Low', '^VIX').2","('Open', '^VIX').2","('Volume', '^VIX').2","('Close', '^VIX').3","('High', '^VIX').3","('Low', '^VIX').3","('Open', '^VIX').3","('Volume', '^VIX').3","('Close', '^VIX').4","('High', '^VIX').4","('Low', '^VIX').4","('Open', '^VIX').4","('Volume', '^VIX').4","('Close', '^VIX').5","('High', '^VIX').5","('Low', '^VIX').5","('Open', '^VIX').5","('Volume', '^VIX').5","('Close', '^VIX').6","('High', '^VIX').6","('Low', '^VIX').6","('Open', '^VIX').6","('Volume', '^VIX').6","('Close', '^VIX').7","('High', '^VIX').7","('Low', '^VIX').7","('Open', '^VIX').7","('Volume', '^VIX').7","('Close', '^VIX').8","('High', '^VIX').8","('Low', '^VIX').8","('Open', '^VIX').8","('Volume', '^VIX').8","('Close', '^VIX').9","('High', '^VIX').9","('Low', '^VIX').9","('Open', '^VIX').9","('Volume', '^VIX').9","('Close', '^VIX').10","('High', '^VIX').10","('Low', '^VIX').10","('Open', '^VIX').10","('Volume', '^VIX').10","('Close', '^VIX').11","('High', '^VIX').11","('Low', '^VIX').11","('Open', '^VIX').11","('Volume', '^VIX').11","('Close', '^VIX').12","('High', '^VIX').12","('Low', '^VIX').12","('Open', '^VIX').12","('Volume', '^VIX').12","('Close', '^VIX').13","('High', '^VIX').13","('Low', '^VIX').13","('Open', '^VIX').13","('Volume', '^VIX').13","('Close', '^VIX').14","('High', '^VIX').14","('Low', '^VIX').14","('Open', '^VIX').14","('Volume', '^VIX').14","('Close', '^VIX').15","('High', '^VIX').15","('Low', '^VIX').15","('Open', '^VIX').15","('Volume', '^VIX').15","('Close', '^VIX').16","('High', '^VIX').16","('Low', '^VIX').16","('Open', '^VIX').16","('Volume', '^VIX').16","('Close', '^VIX').17","('High', '^VIX').17","('Low', '^VIX').17","('Open', '^VIX').17","('Volume', '^VIX').17","('Close', '^VIX').18","('High', '^VIX').18","('Low', '^VIX').18","('Open', '^VIX').18","('Volume', '^VIX').18","('Close', '^VIX').19","('High', '^VIX').19","('Low', '^VIX').19","('Open', '^VIX').19","('Volume', '^VIX').19","('Close', '^VIX').20","('High', '^VIX').20","('Low', '^VIX').20","('Open', '^VIX').20","('Volume', '^VIX').20","('Close', '^VIX').21","('High', '^VIX').21","('Low', '^VIX').21","('Open', '^VIX').21","('Volume', '^VIX').21","('Close', '^VIX').22","('High', '^VIX').22","('Low', '^VIX').22","('Open', '^VIX').22","('Volume', '^VIX').22","('Close', '^VIX').23","('High', '^VIX').23","('Low', '^VIX').23","('Open', '^VIX').23","('Volume', '^VIX').23","('Close', '^VIX').24","('High', '^VIX').24","('Low', '^VIX').24","('Open', '^VIX').24","('Volume', '^VIX').24","('Close', '^VIX').25","('High', '^VIX').25","('Low', '^VIX').25","('Open', '^VIX').25","('Volume', '^VIX').25","('Close', '^VIX').26","('High', '^VIX').26","('Low', '^VIX').26","('Open', '^VIX').26","('Volume', '^VIX').26","('Close', '^VIX').27","('High', '^VIX').27","('Low', '^VIX').27","('Open', '^VIX').27","('Volume', '^VIX').27","('Close', '^VIX').28","('High', '^VIX').28","('Low', '^VIX').28","('Open', '^VIX').28","('Volume', '^VIX').28","('Close', '^VIX').29","('High', '^VIX').29","('Low', '^VIX').29","('Open', '^VIX').29","('Volume', '^VIX').29","('Close', '^VIX').30","('High', '^VIX').30","('Low', '^VIX').30","('Open', '^VIX').30","('Volume', '^VIX').30","('Close', '^VIX').31","('High', '^VIX').31","('Low', '^VIX').31","('Open', '^VIX').31","('Volume', '^VIX').31","('Close', '^VIX').32","('High', '^VIX').32","('Low', '^VIX').32","('Open', '^VIX').32","('Volume', '^VIX').32","('Close', '^VIX').33","('High', '^VIX').33","('Low', '^VIX').33","('Open', '^VIX').33","('Volume', '^VIX').33","('Close', '^VIX').34","('High', '^VIX').34","('Low', '^VIX').34","('Open', '^VIX').34","('Volume', '^VIX').34","('Close', '^VIX').35","('High', '^VIX').35","('Low', '^VIX').35","('Open', '^VIX').35","('Volume', '^VIX').35","('Close', '^VIX').36","('High', '^VIX').36","('Low', '^VIX').36","('Open', '^VIX').36","('Volume', '^VIX').36","('Close', '^VIX').37","('High', '^VIX').37","('Low', '^VIX').37","('Open', '^VIX').37","('Volume', '^VIX').37","('Close', '^VIX').38","('High', '^VIX').38","('Low', '^VIX').38","('Open', '^VIX').38","('Volume', '^VIX').38","('Close', '^VIX').39","('High', '^VIX').39","('Low', '^VIX').39","('Open', '^VIX').39","('Volume', '^VIX').39","('Close', '^VIX').40","('High', '^VIX').40","('Low', '^VIX').40","('Open', '^VIX').40","('Volume', '^VIX').40","('Close', '^VIX').41","('High', '^VIX').41","('Low', '^VIX').41","('Open', '^VIX').41","('Volume', '^VIX').41","('Close', '^VIX').42","('High', '^VIX').42","('Low', '^VIX').42","('Open', '^VIX').42","('Volume', '^VIX').42","('Close', '^VIX').43","('High', '^VIX').43","('Low', '^VIX').43","('Open', '^VIX').43","('Volume', '^VIX').43","('Close', '^VIX').44","('High', '^VIX').44","('Low', '^VIX').44","('Open', '^VIX').44","('Volume', '^VIX').44","('Close', '^VIX').45","('High', '^VIX').45","('Low', '^VIX').45","('Open', '^VIX').45","('Volume', '^VIX').45","('Close', '^VIX').46","('High', '^VIX').46","('Low', '^VIX').46","('Open', '^VIX').46","('Volume', '^VIX').46","('Close', '^VIX').47","('High', '^VIX').47","('Low', '^VIX').47","('Open', '^VIX').47","('Volume', '^VIX').47","('Close', '^VIX').48","('High', '^VIX').48","('Low', '^VIX').48","('Open', '^VIX').48","('Volume', '^VIX').48","('Close', '^VIX').49","('High', '^VIX').49","('Low', '^VIX').49","('Open', '^VIX').49","('Volume', '^VIX').49","('Close', '^VIX').50","('High', '^VIX').50","('Low', '^VIX').50","('Open', '^VIX').50","('Volume', '^VIX').50","('Close', '^VIX')","('High', '^VIX')","('Low', '^VIX')","('Open', '^VIX')","('Volume', '^VIX')"
2026-01-12 00:00:00-06:00,15.119999885559082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13 00:00:00-06:00,15.979999542236328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-14 00:00:00-06:00,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-15 00:00:00-06:00,15.84000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 00:00:00-06:00,15.859999656677246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 00:00:00-06:00,20.09000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-21 00:00:00-06:00,16.899999618530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-22 00:00:00-06:00,15.640000343322754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-23 00:00:00-06:00,16.09000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-26 00:00:00-06:00,16.149999618530273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
